gene_name	A2780_rep1	A2780_rep2	A2780_rep3	Acis_rep1	Acis_rep2	Acis_rep3
ACTG1P1	3	12	6	8	2	3
ARMC10P1	18	21	17	19	28	17
CSRNP3	308	274	257	41	55	49
ZNF713	61	44	54	36	34	55
PARP10	215	195	169	94	84	80
SUZ12	740	735	684	667	722	668
NSUN3	411	439	382	346	369	345
KCTD12	2	1	0	6	9	7
DHFR2	84	92	93	35	31	45
RPP25	461	458	397	525	483	440
GRINA	685	714	633	811	786	746
GP5	0	0	1	0	1	0
COX5A	320	317	278	294	281	281
ERFE	74	96	58	92	84	72
FAM219B	417	384	329	362	365	320
ZHX2	0	0	0	4	2	1
CPNE7	511	465	449	749	737	615
MPI	373	341	342	335	326	314
TRIM73	1	1	0	2	0	0
OPLAH	321	300	242	456	442	381
TMEM52	48	42	40	144	157	123
TMEM139	1	1	1	0	0	1
APOLD1	9	10	6	3	4	4
RFLNA	4	7	4	0	0	0
EXOSC4	213	262	183	319	304	271
DPY19L3	584	620	522	411	469	459
TAF7	599	570	515	408	400	372
ZNF852	158	151	143	119	109	122
FOXE1	10	7	4	43	42	36
PFAS	1363	1335	1205	1502	1411	1275
HYI	0	0	3	0	1	0
CYBC1	372	365	308	477	479	418
ZNF552	71	83	77	59	67	60
SMIM10L2A	32	28	22	10	11	4
GAK	829	758	672	845	768	709
ZBTB7A	608	573	530	788	733	685
TUFM	783	762	702	811	792	745
RMI1	306	327	275	215	258	233
CTC1	324	319	276	245	226	210
FBXO34	298	280	228	221	220	209
LINC00324	21	27	24	21	19	27
SELENOW	406	373	310	462	417	437
EIF3K	488	485	417	419	423	370
MRFAP1L1	378	389	341	287	308	298
SNX18	341	371	348	347	359	312
EXD1	2	1	0	1	3	1
AURKB	378	379	349	382	379	329
C14orf39	4	3	2	2	0	0
MRFAP1	768	761	720	701	744	659
C3orf38	250	247	225	248	305	294
KLHDC7A	3	4	1	0	0	0
TMEM107	82	88	84	60	77	85
NSA2P3	6	5	3	6	4	3
RRS1	337	350	291	388	404	350
EXOC3L1	8	7	5	1	3	2
TRIML2	47	52	47	7	4	7
RCC2	1532	1511	1404	1234	1168	1098
ZFP42	15	11	8	0	1	0
CCDC89	24	30	21	11	14	10
C9orf106	7	7	14	8	7	9
FAM133A	6	8	4	3	4	6
DPM3	82	75	51	79	88	79
CYC1	605	598	535	657	656	562
PER1	636	598	491	718	659	603
HTR1F	59	42	35	199	220	206
H3P47	0	0	2	2	2	1
TMTC2	105	98	102	11	8	6
HES7	57	51	46	108	106	104
FARSA	699	698	629	662	645	608
SPTY2D1	415	384	328	351	360	351
SAMD4B	1160	1118	987	1042	977	966
ALOXE3	3	3	2	1	2	0
EDC3	517	491	424	384	369	323
TCAIM	270	254	236	174	189	184
FUCA1	52	36	46	33	49	26
PXT1	5	3	3	1	1	1
GGN	6	2	3	2	3	1
HNRNPCL1	15	9	9	13	10	12
ZNF664	1059	1042	959	1015	1083	949
CALR	1400	1373	1292	1322	1344	1295
LINC00311	8	5	7	8	6	4
MAGED1	759	749	659	663	648	559
GVQW3	169	151	140	66	81	82
LDLRAD3	445	364	353	484	421	399
RAD23A	608	581	543	608	574	551
GADD45GIP1	323	310	304	288	274	261
MEIS3P1	15	10	10	4	4	0
DAND5	2	3	4	0	0	0
TMEM151A	4	4	6	25	25	20
PTPN11	1554	1566	1398	1500	1529	1434
RAB39A	148	140	137	104	79	94
CLK3	378	353	324	332	302	274
HLA-DQB1	1	4	0	0	0	0
GATA2	459	424	405	1071	1047	918
ARID3B	556	544	479	308	274	271
PACS2	349	294	285	405	386	341
ELMOD2	252	252	213	162	189	169
EGR3	75	75	62	282	282	240
CATSPERE	7	12	9	2	1	6
GPC5	141	121	126	2	0	2
VWA1	193	191	156	329	292	281
LINC00174	49	41	59	63	47	61
GEMIN4	685	637	551	754	733	644
FJX1	268	260	209	179	204	149
KLHL28	132	115	99	84	96	114
MKRN3	161	156	131	77	83	65
ZBTB18	7	16	12	3	2	3
C14orf28	23	25	21	17	11	19
ALOX12B	1	0	0	8	3	8
EIF3J-DT	64	59	61	37	47	42
SHARPIN	193	166	169	195	181	170
LBX2	3	12	5	0	0	1
DNHD1	99	80	86	99	95	108
SLITRK4	3	6	3	0	0	0
HTR1D	0	0	4	0	0	2
GCC1	291	285	253	338	294	285
LSMEM2	1	0	1	0	0	0
NBPF17P	0	1	2	1	3	6
RNF151	1	2	0	0	1	2
CIITA	4	8	7	0	0	2
ZFPM1	128	126	91	122	105	92
PLD6	151	151	122	201	173	187
GRM8	1	0	1	0	0	1
CDC42EP4	310	281	234	378	344	300
DGKZP1	184	186	152	241	221	185
ZBTB42	90	92	87	111	98	81
LACC1	25	34	29	0	0	0
MAF1	445	429	415	582	591	489
RPRML	4	2	0	17	25	25
ARL14	2	3	2	0	0	0
WDR97	7	12	7	8	8	4
PCED1B	240	233	228	328	302	307
APOBEC3B	96	97	91	206	200	184
PIPOX	12	7	10	5	8	4
ATP8B5P	2	4	1	4	0	1
ATOH7	1	3	0	0	1	0
PCBP1-AS1	176	172	133	164	157	198
MYADM	851	829	783	973	891	865
MROH1	89	109	95	211	192	164
SERTAD2	630	608	582	694	680	675
AKAP5	124	116	106	74	72	79
GIPC3	10	8	17	0	0	0
RNF227	24	37	31	38	45	37
CITED4	19	14	12	5	5	1
NLRP11	5	6	4	9	5	9
TIGD5	240	234	196	340	306	238
PDXDC1	514	509	463	598	613	547
PHC1P1	164	149	126	96	83	84
R3HDM2	258	244	237	249	253	257
NRXN1	465	470	409	2	1	1
SEPHS2	490	461	408	354	377	332
GPBAR1	0	1	0	3	1	2
ZNF784	78	86	75	57	57	44
ZNF648	2	1	6	0	1	0
C14orf119	201	238	188	200	201	183
LINC00652	2	3	4	0	0	0
BBS10	133	121	130	19	34	33
FIZ1	291	263	231	212	215	210
PUF60	782	749	649	961	938	804
SSC5D	13	8	10	6	0	6
DCTPP1	318	315	250	299	312	255
ZNF771	177	180	191	169	151	145
PPP1R14BP3	79	73	66	75	86	76
NAIPP2	2	2	4	6	3	1
TSHZ1	228	213	206	352	342	285
PSTK	65	76	60	49	39	52
RPA3P1	4	3	3	3	1	2
SOCS4	566	587	482	455	524	460
ZADH2	376	373	308	304	363	326
ZNF48	353	357	316	397	377	350
LINC02870	36	36	31	2	0	2
ANKRD18A	16	22	9	162	163	169
TMEM86B	11	11	11	8	10	5
SEPTIN1	22	23	22	24	18	28
TRNAU1AP	140	127	121	80	78	85
EXOC3	329	329	282	307	318	266
ACER2P1	1	0	1	0	2	1
CSNK1A1L	6	11	8	10	5	7
ACTA2-AS1	4	1	3	4	4	3
FAR2P1	27	13	18	20	26	20
MED14	1139	1140	1033	1063	1058	971
FAHD1	237	234	217	220	206	183
TDRP	173	175	140	109	115	120
RCC1	799	794	717	893	870	794
MYLPF	1	0	0	2	1	1
F2	3	2	0	0	0	0
TPT1P10	2	1	2	2	0	1
PRKRA	322	317	303	304	296	307
HERC2P3	178	176	142	156	180	186
NACAP2	2	1	2	1	2	2
ZNRF2	59	57	47	17	24	22
RRH	7	10	6	6	2	5
ZNF816	164	154	133	129	149	152
FGD6	205	194	198	92	96	111
LINC01869	2	7	5	11	3	2
CNEP1R1P1	2	1	1	0	4	0
PLD5	0	2	0	1	3	1
OAZ2	368	370	335	231	188	199
ALX1	245	227	188	0	0	0
CCDC43	438	400	350	278	292	262
MEIOC	39	35	18	157	184	172
FZD2	686	637	573	164	178	124
TIGD2	473	442	425	131	158	139
HCLS1	3	3	4	0	0	2
MTURN	55	51	43	31	42	39
ZNF609	1315	1243	1185	768	719	704
PAK2	1142	1129	985	1055	1160	1064
CCDC66	252	254	224	235	252	251
EMC3-AS1	146	129	113	133	98	112
ATP5F1EP2	28	23	21	25	22	27
MCFD2	832	846	726	661	646	594
LINC00304	11	10	8	1	0	0
HARBI1	39	41	29	33	35	29
C11orf71	49	62	43	33	49	48
SERTM1	10	10	10	0	0	0
ARHGAP45	53	80	64	17	17	16
ZNF571	58	46	58	42	44	56
MIGA1	260	256	242	231	290	290
KCNE1	4	2	5	1	2	0
NRIP1	515	469	421	462	441	426
ZSCAN4	23	15	15	0	0	0
BHLHA15	4	2	1	40	45	34
H2AC6	265	270	226	267	265	265
EIF2S3B	234	215	224	221	224	212
SRP9P1	66	66	61	62	62	52
SKIDA1	821	835	736	855	822	750
H2BC4	227	234	207	247	253	223
MB21D2	1	0	1	6	5	5
SSTR2	1	3	1	0	3	1
PCGF5	29	24	25	5	3	6
MAB21L1	756	761	686	1	0	0
YOD1	636	655	600	310	358	301
EXOC5P1	62	49	47	45	50	46
TMEM64	232	191	184	578	684	538
LINC02363	1	2	0	0	4	0
CHRM4	6	2	1	17	17	11
S1PR5	163	135	126	138	132	117
SMG1P3	72	53	52	44	59	54
GPR157	144	153	129	283	234	213
PIPSL	150	124	119	122	113	109
CHST13	3	5	4	6	11	3
WDFY3-AS2	31	37	34	8	11	7
ZDHHC20	781	769	705	408	452	478
ANKRD30B	52	58	52	0	0	0
HOXC9	418	430	391	454	448	406
MAP3K15	32	43	34	161	135	144
PPA1	472	482	434	472	494	433
HOXC10	408	424	355	630	611	581
PSMG4	247	240	192	233	193	173
MAP6D1	8	14	8	20	14	11
ZNF443	63	70	42	45	43	45
PDIA3P1	204	215	204	205	216	193
GREM2	0	2	0	2	0	3
SSR4	259	244	214	285	256	250
CAPS2	5	8	10	0	0	0
ZNF792	92	76	70	62	73	54
CUEDC1	196	187	156	158	157	121
SCRIB	1132	1107	937	1504	1396	1135
KCTD2	245	237	244	216	205	196
D2HGDH	160	169	151	155	127	111
OXTR	9	8	8	13	14	8
CMTR2	351	360	292	312	336	332
FAM83H	4	4	2	568	542	466
ST20	29	30	23	29	18	22
PITPNB	734	728	670	750	788	715
LRRC57	224	213	200	267	224	249
MRPL14	235	226	202	210	201	202
GPR137C	64	71	67	12	17	19
C1orf105	4	3	0	26	26	14
BBS12	58	62	59	61	71	66
ZFP82	315	336	294	106	130	142
LSMEM1	6	7	5	6	6	0
NQO1	604	626	514	307	286	280
AEN	688	688	534	573	601	517
FKRP	403	342	311	274	227	198
TRAPPC5	28	12	20	20	14	20
RPH3AL	51	53	51	52	42	47
SLC25A42	83	92	76	44	36	24
METTL23	118	91	90	77	79	71
SLC26A11	147	105	95	92	82	91
HIGD1A	142	155	134	110	143	136
MAPK15	12	7	8	67	70	62
EHMT1	1025	975	857	828	770	706
LINC02878	12	14	9	13	12	14
ENTR1P2	23	27	21	28	27	24
F2R	93	92	75	8	20	13
ZNF707	124	133	106	181	160	159
NPM1	578	557	529	526	568	500
PJA1	159	157	163	75	99	73
DHTKD1	353	326	285	262	277	242
H2BU2P	18	20	14	0	0	0
C4orf50	0	0	0	5	1	1
H2AW	225	225	180	205	195	198
ZNF746	495	441	424	460	426	392
POLR2A	2837	2806	2578	2452	2313	2219
DLSTP1	38	42	34	41	34	31
SLC25A41	11	9	4	7	8	5
MTHFD2P7	26	25	24	19	20	17
TLCD5	220	204	167	64	68	65
FRAT2	139	131	116	88	76	80
TMEM102	24	22	25	6	8	8
ZNF322	61	50	40	34	37	46
SPEM1	2	1	1	0	2	1
LRRC75A	10	13	12	45	32	29
CTAGE10P	4	5	3	3	3	3
HSP90AA6P	4	5	4	3	3	3
CFAP65	4	1	0	5	5	4
DDX60L	321	282	263	76	78	71
SYNE4	6	6	4	2	1	1
OGFOD3	244	238	205	179	168	164
WASHC1	14	9	7	10	12	15
AATK	57	48	51	67	60	41
DDN	133	125	126	343	348	290
ZNF467	484	474	404	378	350	328
SOX2	5	9	1	0	0	0
ZNF678	158	170	143	63	54	64
TMEM45A	109	92	92	53	66	52
RAP2B	360	337	297	344	333	308
ZBTB2	268	252	252	255	282	272
RNF135	156	141	129	118	127	116
ACBD4	42	34	52	74	56	60
SGSH	245	226	216	263	253	210
RPL24P4	68	61	51	57	56	56
MAB21L2	630	613	601	0	0	0
FANCB	147	145	117	103	121	106
SETD2	1453	1456	1304	1272	1263	1229
TMIE	6	1	3	4	7	3
MEX3D	455	476	440	575	554	454
MRPS23	329	294	285	295	287	258
GPR135	109	107	113	76	79	85
SLX1B	2	1	2	8	4	1
ANKRD62	0	0	0	2	2	1
ZFP41	122	107	77	89	82	70
PHLDA2	39	45	33	103	112	94
ATG9B	7	4	3	0	1	0
ZNF875	207	199	189	95	106	113
PLAG1	117	127	116	8	4	10
YIPF6	416	390	356	354	395	346
ZBTB20	25	9	20	1	1	3
FDX1P1	4	3	4	6	5	5
DIPK2A	103	110	84	29	34	34
MACIR	130	133	138	29	29	29
AMIGO1	55	55	36	36	38	32
GPR3	91	88	66	64	72	62
ODF3L2	21	21	20	3	7	1
SIAH2	240	236	224	241	246	229
COPG1	1012	970	869	937	942	840
ADGRB1	494	459	427	786	708	627
LINC00471	15	14	12	19	15	13
LSM10	231	227	190	242	227	206
KCTD9P2	10	12	9	13	12	11
RELL1	164	144	141	281	315	290
RFX7	995	998	907	716	722	696
SLC35C1	276	257	211	432	422	372
RNF41	448	440	351	337	325	335
SLC2A4	29	27	22	48	37	34
IBA57	311	280	240	325	294	272
CLDN7	2	1	3	0	0	0
ZNF329	113	123	109	120	115	130
ZNF101	201	213	173	166	150	176
C5orf24	427	417	410	339	359	332
ADO	451	462	395	377	437	402
COA4	346	302	290	328	292	298
PRKAG1	267	256	220	185	164	163
GINS3	217	244	210	222	230	186
CCDC149	0	2	1	70	56	69
MRPS11	275	283	239	264	234	214
PPIAP73	0	0	0	0	0	0
SNRPE	135	109	101	99	125	101
RTKN2	82	73	71	188	214	225
PNMA8A	337	315	298	318	318	288
CHST15	2	0	2	217	205	198
ADIG	0	1	0	1	0	2
USH1G	15	10	10	54	46	47
MGAT4C	23	17	13	0	0	0
TRIM49B	8	9	9	0	0	0
IDH2	406	368	346	313	301	290
OGFRP1	98	81	70	99	68	69
TMEM259	820	804	728	761	776	685
GET1	74	76	81	66	69	63
TNRC18	1971	1903	1646	1892	1629	1477
FAM181B	0	0	0	4	6	1
TMEM30B	438	412	398	5	3	3
DEXI	323	307	270	271	254	230
NOP10	231	229	197	208	196	190
FAM89A	150	150	139	98	126	135
TDRKH	209	205	175	201	230	202
ZNF708	244	290	255	91	127	114
IST1	634	586	510	554	569	503
ERCC6L2	921	905	771	635	646	621
MRPL41	219	219	190	218	219	189
CREB3L2	539	498	503	797	780	758
TP53TG1	8	19	19	12	11	15
UNC5C	213	196	190	0	1	1
TSEN54	273	244	208	288	279	245
RGMA	3	1	3	9	10	4
UBA7	94	103	90	11	10	5
MRPS16	636	646	536	526	566	491
RAD51B	62	60	49	92	96	102
LDOC1	44	51	51	70	80	76
ARL6IP4	8	7	2	4	5	5
EXT1	318	340	285	322	330	328
SHMT2	879	857	804	730	780	707
MOB2	109	94	83	110	107	103
ATP6AP2	311	296	273	287	268	259
ZAR1	2	9	4	6	8	6
CYB5D1	59	49	50	76	78	58
BACE2	0	1	2	346	359	310
UBE2E2	270	239	204	171	187	200
SYNM	1394	1394	1300	661	633	631
FIGN	961	978	858	2	0	0
IZUMO1	1	5	3	0	0	0
B4GALNT4	366	348	326	418	399	351
AP1S2	8	4	5	5	2	5
C8orf33	464	475	429	416	454	441
DCAF4L1	10	16	11	7	5	9
SPACA6	149	135	134	95	76	101
ZSCAN22	167	168	162	204	177	174
KCNJ14	57	40	35	39	30	30
FBXL6	150	127	126	360	324	292
C1S	120	97	103	20	13	24
GLTPD2	18	13	11	9	12	4
OR5P3	2	3	3	0	0	0
PDSS1P1	4	7	2	2	1	3
KBTBD3	19	13	5	8	4	2
YBEY	150	130	118	96	109	91
CLN8	100	109	80	80	77	70
PLCXD1	980	955	870	633	542	513
NXPH4	128	115	135	84	53	53
CACNB4	28	13	22	219	251	255
DNM1P46	3	6	1	1	0	0
TRAPPC6B	235	223	202	366	424	381
PGBD4	89	90	87	61	62	69
NPLOC4	1182	1131	1022	1101	1048	961
OTOL1	10	8	5	0	0	0
KCNK4	0	0	0	2	1	4
TEX19	31	39	28	8	12	11
TSHZ2	10	11	3	28	23	28
CAPN12	6	7	2	1	4	3
EXOC7	1105	1068	990	937	908	819
KPNA2	907	884	823	846	848	782
WASH6P	39	36	35	49	45	37
CEP97	401	374	356	308	350	337
FES	15	11	4	2	1	3
GLRX5	261	255	219	210	222	201
FAM104B	90	82	69	108	71	88
MXRA7	276	274	274	387	371	370
LIMK2	261	252	257	226	197	201
MFSD5	213	218	191	240	206	188
ADI1	480	472	430	275	321	284
RWDD4	64	64	63	50	66	57
SATB1	875	826	795	1301	1350	1238
NXPH3	9	15	11	13	11	11
EPHB3	99	95	83	13	11	15
ACTL10	1	1	0	1	1	0
KRTAP11-1	1	3	3	0	0	0
SNORC	20	18	12	11	25	22
TRAK1	693	667	622	847	844	807
TSPAN10	30	16	13	7	5	10
PLCB1	10	12	9	16	19	10
SKA2	439	434	397	311	343	343
CCNYL2	25	32	23	26	20	25
NDN	208	199	163	138	139	127
LINC01006	35	35	21	19	14	12
TTC3	1483	1411	1341	1609	1627	1560
PPP1R27	2	0	0	1	0	0
BRICD5	21	25	21	19	11	14
GALR2	4	4	3	2	1	0
IGIP	18	9	20	14	5	8
TSKU	339	327	280	303	298	260
ANXA2	261	240	216	275	283	279
HOXB4	157	157	129	44	32	43
SLC35D3	1	0	0	6	3	3
PAQR7	171	157	143	159	139	129
PAPPA	55	42	45	1311	1263	1262
MAFA	15	26	19	116	147	118
NGRN	284	290	280	331	338	304
GRID1	1	4	0	246	203	182
RPS17	167	172	155	195	195	159
HCAR2	21	25	9	17	15	13
CCDC87	25	30	15	25	27	15
C1orf116	0	1	0	0	1	0
TMEM198B	91	96	86	52	39	44
CRIP2	210	212	176	399	370	328
DDX28	214	233	175	281	253	220
ACBD3	633	636	580	558	528	492
C16orf72	999	940	824	702	669	634
RRP7BP	230	215	201	242	209	196
VMO1	192	176	154	7	8	6
ALG12	267	251	230	261	266	235
COL18A1	310	307	268	542	532	417
RBM10	829	795	736	762	691	676
PRKCZ-AS1	23	34	41	20	14	14
GLUD2	131	119	109	121	113	92
TMEM95	3	4	1	3	3	0
RPL35A	378	359	339	385	400	382
SLC25A18	4	8	2	1	4	3
ZNF721	538	508	435	342	331	366
TSPEAR-AS2	113	99	80	5	11	8
C11orf54	33	46	40	67	65	72
CCDC75P1	0	1	1	1	2	1
CEP63	294	263	253	281	247	271
SRPRA	1008	1031	907	1028	1010	934
EWSR1	1519	1503	1391	1363	1374	1343
HMGN4	255	305	273	232	228	209
SPATA13	6	3	3	126	127	127
GJC1	851	854	762	711	713	715
CNOT10	452	439	363	455	450	418
MTA1	937	864	807	831	775	727
ZNF320	66	62	68	27	19	24
C12orf60	17	23	20	7	11	16
NAA38	162	160	136	171	175	158
SPNS2	2	1	2	1	0	1
AP2A2	755	718	653	699	694	623
TPM3P8	13	15	9	10	8	9
SLC8A1	1137	1133	1028	586	633	609
SLC25A21	43	61	50	49	53	54
OTOP2	2	0	0	2	3	4
ABAT	103	73	73	67	75	60
SLC25A10	97	81	78	151	116	118
CAMK1D	136	112	96	243	282	213
FAM133CP	4	3	10	1	2	0
LYSMD4	64	68	57	55	60	49
NKX2-5	22	10	10	248	212	218
AFMID	123	112	137	149	159	134
GAS6	88	75	48	33	35	28
NEB	2	6	4	1	1	3
BEGAIN	31	24	32	72	59	58
GPC6	380	366	341	4	2	0
ARHGEF37	3	1	7	2	1	0
FAM43B	8	7	7	0	1	0
CEP57L1	92	81	59	75	75	88
RIPPLY3	12	11	5	42	35	42
GPR19	25	13	17	7	8	8
GJD3	2	0	1	0	0	1
RABIF	179	188	179	190	182	172
FANCF	129	144	129	97	104	79
CALN1	0	0	0	4	4	8
SMDT1	114	114	84	93	93	106
C2CD4C	113	111	73	15	18	8
CHST6	118	97	95	399	364	348
HSP90AB3P	179	172	160	194	196	170
RUVBL2	668	653	580	719	711	616
GDPGP1	38	41	38	31	47	43
CTNNA3	11	6	22	97	85	88
PRR36	59	46	73	123	112	126
LINC01547	115	117	93	60	54	52
PTTG1IP	650	635	589	516	569	456
DDX41	671	651	558	637	595	551
ABHD16B	0	0	2	0	3	0
DAZAP2	518	513	476	547	561	497
SELENOF	375	390	335	206	227	228
RPSAP19	5	0	1	1	4	0
TMEM121B	39	38	28	12	16	14
ZNF623	470	436	368	490	484	448
EPHA10	3	2	3	61	56	55
CCDC125	85	72	84	86	117	102
BCOR	900	864	794	929	848	851
JRKL	150	122	124	72	75	70
CABCOCO1	12	10	9	6	9	8
KIAA2026	445	365	364	261	270	271
OVCH2	13	14	14	1	1	0
FHL3	323	315	308	329	300	294
TMEM89	0	2	1	3	1	0
C19orf71	3	3	3	0	2	0
CCDC159	12	7	13	19	19	15
LRIT3	2	3	2	1	0	0
NPIPA1	12	19	22	20	15	14
SF3A3	887	879	837	793	797	711
ZBTB8OSP1	4	6	3	6	5	3
OR7E38P	7	7	3	7	3	6
PKD1P3	34	34	24	28	29	24
GTF2H2C	66	67	56	52	58	51
ASB7	196	196	191	172	189	150
TREX2	5	3	4	4	3	4
EP400	2061	1921	1804	1875	1693	1658
MEX3B	280	286	260	228	218	181
PI4KAP2	37	41	25	46	39	32
TENT5C	6	7	6	4	1	5
COA5	180	169	152	100	107	103
UTP11	451	450	403	373	379	359
PSMG1	337	332	285	299	311	295
PRR14L	1604	1577	1444	1398	1308	1299
SERHL2	6	11	6	9	12	11
PCBP3	8	7	8	2	0	0
PGPEP1L	27	20	24	0	0	0
SETD3	585	557	492	466	491	473
ZNRF3	449	445	397	618	583	539
FBXL7	44	39	35	21	22	13
HMGN3P1	7	6	8	10	6	9
TANGO2	153	151	126	244	221	203
H3C13	98	99	82	92	96	90
SMG1P5	30	26	16	21	25	22
SFXN4	266	253	198	256	264	244
FAM167B	5	6	2	3	0	0
MRPL54	178	157	153	147	138	136
ZNF438	21	37	26	30	13	24
HMCES	365	331	330	328	346	291
CCR3	6	3	5	0	0	0
DGCR6	1	3	0	1	1	1
HOATZ	4	3	4	0	0	0
ZNF530	77	79	70	90	78	86
NDUFB1	173	181	153	143	130	125
KLHL25	214	204	198	210	187	138
TAFA1	0	0	0	5	4	6
TRMT12	157	160	156	194	151	155
GUSBP1	74	67	53	46	47	63
BMP8A	6	0	2	10	8	11
ALYREF	518	498	428	500	503	453
RFLNB	448	416	375	543	506	457
EFHC2	6	7	6	0	0	0
NOG	4	4	6	4	3	1
UPP1	173	132	133	75	56	53
TRIM52	104	113	95	104	79	104
LHFPL6	4	0	2	1	0	0
CMTM4	851	809	701	802	803	747
TMEM50A	279	276	248	184	200	188
TBK1	483	495	425	407	427	447
CBX6	1661	1665	1410	2058	1965	1769
TBL3	676	655	561	684	680	609
KREMEN1	94	99	73	78	78	70
TRAIP	175	191	159	213	191	174
CHEK2	323	331	311	292	277	256
FOXL2	146	138	122	0	0	0
AIFM3	5	9	9	9	13	7
KCTD16	125	94	107	8	8	9
ZNF703	16	18	20	108	122	90
TUBA8	0	1	1	3	2	1
NPIPA5	12	14	10	11	8	18
EMILIN3	23	24	15	0	0	0
OLFML1	183	153	179	8	6	7
RBM12B	777	776	654	707	690	650
LIN9	400	376	333	321	345	325
BTBD9	232	216	186	213	219	200
NUDT14	97	106	71	109	119	89
ANKRD45	13	13	8	5	8	6
PNMA3	18	25	15	0	1	0
ZNF730	165	176	142	30	27	38
KIRREL1	1955	1943	1721	652	618	570
IQGAP3	539	507	487	468	416	367
TOB2	894	892	812	947	884	815
SCN5A	11	11	12	53	41	60
ARSI	5	11	7	2	1	0
TTC32	49	51	31	32	32	28
LRRC55	36	40	43	0	0	0
DNAH2	2	6	3	2	1	1
DUSP5P1	8	11	8	6	0	3
HTR7P1	154	117	140	73	61	79
PRKX	491	488	441	517	476	479
KMT5A	252	239	211	266	278	244
SMTN	396	388	363	689	634	594
NPW	3	4	4	5	4	5
COA3	149	174	133	125	115	130
NPB	12	6	5	0	3	1
PTP4A2	1137	1069	993	1215	1299	1189
ACTG1	1589	1567	1500	1630	1632	1572
DENND5A	1117	1050	924	893	851	789
DIABLO	76	68	64	64	62	62
VPS33B	18	22	16	24	19	19
TBX1	297	296	268	387	370	340
ADAP2	35	36	24	56	58	52
SREBF2-AS1	10	12	4	7	3	6
UQCR10	226	206	175	165	176	151
FAM120C	93	87	111	97	89	82
BRD7P2	119	114	128	104	94	100
EIF3C	31	35	31	36	35	32
NIPSNAP1	397	380	372	301	304	247
LRTOMT	25	27	20	24	14	18
KCNQ3	1	1	0	5	5	6
ADRA2C	63	69	52	81	67	69
NR2C2AP	175	169	163	274	260	256
C1QTNF12	4	4	5	12	2	2
CRELD2	372	364	312	589	552	517
SCFD2	194	172	166	134	130	142
UBE2F	138	130	97	87	113	80
KCNJ12	237	261	188	283	257	225
PPP1R2	262	256	213	164	202	191
TSPYL2	300	290	294	221	194	228
PGP	317	314	271	295	288	245
C22orf46	235	219	204	222	174	178
SNRNP35	122	126	85	125	117	119
IRAK1	804	817	686	946	889	763
CMSS1	238	257	227	270	243	251
PCDH9	976	1001	896	34	30	31
ACOT1	13	13	14	9	7	7
OAF	185	181	163	245	216	204
ALDH1A3	2	1	3	126	115	129
H2AC20	208	210	166	198	203	175
KCNK12	2	0	1	1	0	0
H2AC21	200	197	180	196	187	182
POU6F1	60	60	50	155	145	127
TM2D3	267	268	243	162	176	158
TSSC4	320	341	278	316	316	261
SIX6	26	18	22	0	0	0
PRKD1	40	42	37	70	62	52
CCSER1	86	61	67	0	0	0
ZDHHC23	197	210	173	604	597	587
RPL23AP82	42	31	38	27	33	30
EFNA5	114	102	90	12	15	12
H1-5	450	448	400	435	443	407
SPATA32	6	4	6	1	4	6
PKP3	13	11	12	11	9	15
MAP7D2	401	384	350	42	40	49
CSF1	320	276	259	47	50	35
ACTRT3	18	36	28	19	12	17
PLA2G6	76	73	63	89	80	78
MAML2	38	30	26	0	2	2
SS18L1	303	281	234	309	309	260
KCND2	11	12	10	1	0	0
IRS3P	3	0	3	0	1	1
TOP1MT	447	440	408	694	654	628
COPB2	997	975	903	878	900	810
THAP7	243	249	198	242	244	237
KNTC1	1174	1095	999	838	882	798
CCR10	46	53	41	23	22	27
WDR27	172	214	150	90	104	86
TXNRD2	299	270	208	227	235	209
FOXO4	21	24	24	14	11	8
POU3F2	405	400	385	0	0	1
PTP4A3	91	60	67	43	48	38
FOXD4L1	1	0	1	1	4	0
PROS1	412	395	371	356	367	341
NUTM1	1	0	3	1	0	0
HDDC3	104	100	86	84	77	73
ZFP1	238	243	202	173	201	226
CEND1	105	108	88	22	20	16
DUSP8	8	4	6	16	15	11
SOCS3	587	562	526	6	5	5
SPEM2	1	1	0	0	3	1
SLITRK6	5	2	3	0	0	0
XPOT	1622	1614	1465	1305	1404	1259
PDE4B	6	7	2	6	2	5
SNN	164	144	135	55	48	37
KCNH7	5	1	3	0	0	0
NELL2	98	115	91	4	4	5
KRBA2	11	12	16	4	7	0
MED12	571	564	490	445	425	429
SEPTIN9	1163	1094	979	985	900	801
CDCA2	643	692	583	627	685	621
OR7E14P	0	1	0	4	8	6
RALYL	1	0	0	280	268	239
AMER1	522	500	438	406	386	348
ZBTB40	772	799	649	568	533	525
H2BC21	255	270	231	238	231	233
CLDN6	5	4	1	1	2	3
SEPTIN5	17	11	11	21	20	16
EIF4ENIF1	667	632	589	567	487	477
SERINC4	1	1	1	2	3	0
RNLS	22	24	28	2	0	0
APOBR	0	1	1	1	1	0
ATL3	594	559	540	701	780	697
NDUFA12	194	182	172	155	153	167
DYNLT2	29	28	29	15	19	10
UBE2G2	829	837	708	764	770	723
SATL1	10	10	11	2	2	2
OSBP2	63	58	52	143	147	155
APOO	105	102	104	96	107	110
PRR16	111	104	89	0	2	0
TMED9	448	445	372	464	444	428
TMEM186	94	85	70	96	80	68
RBM33	930	872	801	822	757	787
